title,extension,content,address,address_comment,postal,district,city,region,rating,rating_cnt,lat,lon,type
Docmed,клиника доказательной медицины,Частные стоматологии; Многопрофильные медицинские центры; ЛОР (отоларинголог); Медицинские анализы; Травматолог-ортопед; Аллерголог-иммунолог; Ведение беременности; Гастроэнтеролог; Гепатолог; Гинеколог; Дерматолог; Кардиолог; Генетик; Хирург; Микрохирургия глаза; Невролог; Офтальмолог; Проктолог; Процедурный кабинет; Психолог; Пульмонолог; Ревматолог; Терапевт; Трихолог; Уролог; Флеболог; Эндокринолог; Диетолог; Вакцинация; Центры планирования семьи; Школы для будущих мам; Косметолог; Медицинская диагностика; Андролог; Репродуктолог,"Дербеневская улица, 6",,115114.0,Даниловский,Москва,Москва,4.8,24.0,55.726401,37.651123,branch
Docmed,клиника доказательной медицины,Частные стоматологии; Многопрофильные медицинские центры; ЛОР (отоларинголог); Медицинские анализы; Аллерголог-иммунолог; Ведение беременности; Гастроэнтеролог; Гепатолог; Гинеколог; Дерматолог; Кардиолог; Генетик; Хирург; Микрохирургия глаза; Невролог; Офтальмолог; Проктолог; Психолог; Пульмонолог; Ревматолог; Терапевт; Трихолог; Уролог; Флеболог; Эндокринолог; Диетолог; Вакцинация; Косметолог; Медицинская диагностика; Психиатр,"Трубная улица, 35",,127051.0,Мещанский,Москва,Москва,4.7,33.0,55.772904,37.624686,branch
Doctor Boev,стоматология,Частные стоматологии,"3-й Донской проезд, 1",1 этаж,115419.0,Донской,Москва,Москва,5.0,1.0,55.711311,37.59907,branch
Doctor Elchin,стоматологический кабинет,Частные стоматологии,"Большой Дровяной переулок, 20 ст1",,109004.0,Таганский,Москва,Москва,,,55.746128,37.658819,branch
Doctor FV,стоматологическая клиника,Частные стоматологии; Челюстно-лицевой хирург,"Казарменный переулок, 3",1 этаж,109028.0,Басманный,Москва,Москва,5.0,7.0,55.756733,37.650323,branch
Doctor Liman,авторская стоматология,Частные стоматологии; Косметолог; Травматолог-ортопед; Хирург,"Краснопролетарская улица, 9",1/1 помещение,127030.0,Тверской,Москва,Москва,1.4,1.0,55.77595,37.60656,branch
Doctor Martin,стоматологическая клиника,Частные стоматологии,"Солянский тупик, 1/4 ст3",1 этаж,109240.0,Таганский,Москва,Москва,4.9,34.0,55.753602,37.636097,branch
Doctor Martin,стоматологическая клиника,Частные стоматологии,"Товарищеский переулок, 12/6",,109004.0,Таганский,Москва,Москва,4.9,70.0,55.742391,37.662713,branch
Doctor x,стоматологическая клиника,Частные стоматологии,"Троицкая улица, 8",1 этаж,129090.0,Мещанский,Москва,Москва,4.2,5.0,55.774434,37.622429,branch
Doctor Zagudaev,стоматология,Частные стоматологии,"Большая Серпуховская улица, 29",2 этаж,115093.0,Замоскворечье,Москва,Москва,,,55.723977,37.626876,branch
Dr. Guryanov,стоматологическая клиника,Частные стоматологии; Зуботехнические лаборатории,"проспект Мира, 21 ст1",,129090.0,Мещанский,Москва,Москва,,,55.778476,37.631957,branch
Dr. Igonin Clinic,стоматологическая клиника,Частные стоматологии,"Трёхпрудный переулок, 11/13 ст2",1 этаж; вход в арке,123001.0,Пресненский,Москва,Москва,5.0,5.0,55.765539,37.595755,branch
Dr. Mans,стоматологическая клиника,Частные стоматологии,"1-я Дубровская улица, 1а",1 этаж,109044.0,Таганский,Москва,Москва,5.0,19.0,55.728428,37.669215,branch
DR. RUDOMIN,стоматология,Частные стоматологии,"Октябрьская улица, 1",1 этаж,127018.0,Марьина Роща,Москва,Москва,4.9,73.0,55.78522,37.61344,branch
Dr. Tochiev,стоматологическая клиника,Частные стоматологии,"1-й Смоленский переулок, 2",2 этаж,121099.0,Арбат,Москва,Москва,5.0,99.0,55.747476,37.580575,branch
Dr.Daler,стоматологическая клиника,Частные стоматологии,"улица Вавилова, 6",7 кабинет; 1 этаж,119334.0,Донской,Москва,Москва,,,55.707863,37.58827,branch
Dr.Elmar,лаборатория улыбок и красоты,Частные стоматологии; Трихолог; Косметолог; Массажист; Студии загара,"Оболенский переулок, 9 к8",,119021.0,Хамовники,Москва,Москва,5.0,64.0,55.730876,37.5808,branch
Dr.Farid,,Частные стоматологии,"Марксистская улица, 16",,109147.0,Таганский,Москва,Москва,,,55.739145,37.65875,branch
Dr.Implant,стоматологическая клиника,Частные стоматологии,"Розанова улица, 10 ст1",1 этаж,123007.0,Хорошёвский,Москва,Москва,5.0,3.0,55.771179,37.538084,branch
Dr.Mun,стоматология,Частные стоматологии,"проспект Мира, 16 ст2",,129090.0,Мещанский,Москва,Москва,5.0,299.0,55.775293,37.632568,branch
Dr.Polueshkin,стоматология,Частные стоматологии,"Троицкая улица, 8",,129090.0,Мещанский,Москва,Москва,,,55.774434,37.622429,branch
Dr.Zisman,стоматологическая клиника,Частные стоматологии,"Земледельческий переулок, 14/17 ст2",1 этаж,119121.0,Хамовники,Москва,Москва,5.0,5.0,55.740796,37.578649,branch
Dr.Преображенский,стоматологический центр,Частные стоматологии,"Малый Головин переулок, 8",1 этаж,107045.0,Красносельский,Москва,Москва,5.0,95.0,55.769144,37.634033,branch
Dream dent,стоматологическая клиника,Частные стоматологии,"2-й Гончарный переулок, 3",цокольный этаж,115172.0,Таганский,Москва,Москва,4.2,4.0,55.740099,37.648186,branch
DS chocolate,стоматология,Частные стоматологии,"Донская улица, 24",1 этаж,115419.0,Донской,Москва,Москва,5.0,1.0,55.719443,37.604197,branch
DS chocolate,стоматология,Частные стоматологии,"Донская улица, 24",1 этаж,115419.0,Донской,Москва,Москва,,,55.718769,37.603763,branch
DS Clinic,стоматологическая клиника,Частные стоматологии,"улица Чаянова, 18",1 этаж,125047.0,Тверской,Москва,Москва,5.0,4.0,55.7772,37.598056,branch
Dsdental,стоматологический кабинет,Частные стоматологии,"проспект Мира, 102 ст27",314 офис; 3 этаж,129626.0,Алексеевский,Москва,Москва,3.7,3.0,55.800868,37.638806,branch
Edentiss,клиника эстетической медицины,Частные стоматологии; Частные детские стоматологии,"шоссе Энтузиастов, 1 к2",,111033.0,Лефортово,Москва,Москва,5.0,3.0,55.747819,37.687776,branch
Ek Clinic,научно-клинический ортодонтический центр,Частные стоматологии,"улица Палиха, 10 ст2",,127055.0,Тверской,Москва,Москва,5.0,30.0,55.784221,37.600081,branch
Elita,стоматологическая клиника,Частные стоматологии,"Долгоруковская улица, 35",,127006.0,Тверской,Москва,Москва,,,55.777905,37.599886,branch
Elite Denta,стоматология,Частные стоматологии; Зуботехнические лаборатории; Челюстно-лицевой хирург; Частные детские стоматологии,"Астраханский переулок, 10/36 ст1",1 этаж,129090.0,Красносельский,Москва,Москва,4.9,128.0,55.778848,37.641347,branch
Emirida,стоматология,Частные стоматологии,"Береговой проезд, 3",1 этаж,121087.0,Филёвский парк,Москва,Москва,,,55.757491,37.510372,branch
Enhel medical wellness dome,центр красоты и здоровья,Частные стоматологии; Массажист; SPA-процедуры; Велнес-залы; Ногтевые студии; Тонизирующие салоны; Парикмахерские; Визажисты; Эпиляция,"Казарменный переулок, 3",1 этаж,109028.0,Басманный,Москва,Москва,5.0,48.0,55.756965,37.649703,branch
ensmile,стоматологическая клиника,Частные стоматологии,"Мансуровский переулок, 8",1 этаж,119034.0,Хамовники,Москва,Москва,5.0,10.0,55.740015,37.594803,branch
Eristov Clinic,стоматологическая клиника,Частные стоматологии,"улица Верхняя, 22",1 этаж,125040.0,Беговой,Москва,Москва,,,55.780212,37.571873,branch
Esm Dental Clinic,стоматологическая клиника,Частные стоматологии,"Басманный тупик, 6а ст1",1 этаж,105064.0,Басманный,Москва,Москва,5.0,4.0,55.767242,37.657612,branch
Esperanto Dental Clinic,стоматологическая клиника,Частные стоматологии,"Нижняя Красносельская улица, 15 ст1",1 этаж,105066.0,Красносельский,Москва,Москва,4.8,61.0,55.777314,37.670997,branch
Estetus,клиника доктора Севака,Частные стоматологии; Челюстно-лицевой хирург; Частные детские стоматологии; Переподготовка и повышение квалификации,"1-я Брестская улица, 43",1 этаж,125047.0,Тверской,Москва,Москва,5.0,73.0,55.773657,37.587504,branch
Esthetic classic dent,стоматологическая клиника,Частные стоматологии,"Садовая-Черногрязская улица, 3Б ст1",1 этаж,107078.0,Басманный,Москва,Москва,5.0,187.0,55.766923,37.652987,branch
Eurokappa,научно-клинический ортодонтический центр,Частные стоматологии,"улица Палиха, 10 ст10",1 этаж,127055.0,Тверской,Москва,Москва,,,55.783871,37.600434,branch
Eurokappa,научно-клинический ортодонтический центр,Частные стоматологии; Косметолог,"улица Палиха, 10 ст6",,127055.0,Тверской,Москва,Москва,4.8,201.0,55.784248,37.60027,branch
Eurokappa,научно-клинический ортодонтический центр,Частные стоматологии,"улица Палиха, 10 ст9",1 этаж,127055.0,Тверской,Москва,Москва,4.9,25.0,55.783989,37.600504,branch
FaDentist,стоматологическая клиника,Частные стоматологии,"улица Большая Ордынка, 17",1 этаж,115035.0,Замоскворечье,Москва,Москва,5.0,1.0,55.742148,37.625347,branch
Family dental clinic,стоматологическая клиника,Частные стоматологии,"1-й Самотёчный переулок, 15 ст1",1 этаж,127473.0,Тверской,Москва,Москва,4.9,66.0,55.777393,37.612316,branch
Family Smile,семейная стоматология,Частные стоматологии,"Воронцовская улица, 20",1 этаж,109044.0,Таганский,Москва,Москва,4.0,7.0,55.737398,37.657834,branch
Firadent,стоматологическая клиника,Частные стоматологии,"улица Талалихина, 35",1 этаж,109316.0,Таганский,Москва,Москва,5.0,1.0,55.729845,37.680432,branch
FixStom,,Частные стоматологии,"Верхняя Красносельская улица, 20 ст1",,107140.0,Красносельский,Москва,Москва,5.0,275.0,55.782486,37.662919,branch
French dental clinic,,Частные стоматологии,"2-я Звенигородская улица, 13 ст41",1 этаж,123022.0,Пресненский,Москва,Москва,,,55.761269,37.553197,branch
Full cycle dentistry,стоматология,Частные стоматологии,"Краснопрудная улица, 28",1 этаж,107140.0,Красносельский,Москва,Москва,3.7,3.0,55.779475,37.667544,branch
