title,lat,lon,avg_price,capacity
Азбука Вкуса,55.766623,37.631213,550,10
Азбука Вкуса,55.717942,37.595922,350,6
Азбука Вкуса,55.785661,37.636042,350,12
Азбука Вкуса,55.743762,37.628213,,5
Азбука Вкуса,55.737396,37.594859,600,6
Азбука Вкуса,55.769526,37.591574,300,4
Азбука Вкуса,55.768195,37.667614,450,10
Азбука Вкуса,55.733181,37.592479,400,14
Азбука Вкуса,55.724615,37.662926,300,10
Азбука Вкуса,55.744613,37.613061,,
Азбука Вкуса,55.747144,37.583107,300,
Азбука Вкуса,55.776559,37.533105,450,20
Азбука Вкуса,55.749745,37.538314,300,
Азбука Вкуса,55.775689,37.613833,400,10
Азбука Вкуса,55.760677,37.55032,300,10
Азбука Вкуса,55.758383,37.652719,350,10
Азбука Вкуса,55.783482,37.634043,400,12
Азбука Вкуса,55.772988,37.585176,450,8
Азбука Вкуса,55.779217,37.602684,450,6
Азбука Вкуса,55.745233,37.582649,590,10
Азбука Вкуса,55.758319,37.624404,800,6
Азбука Вкуса,55.766217,37.622066,450,16
Азбука Вкуса,55.786353,37.678347,400,12
Азбука Вкуса,55.733862,37.667599,950,8
Азбука Вкуса,55.707137,37.578178,400,10
Азбука Вкуса,55.735387,37.612858,,
Азбука Вкуса,55.738672,37.633927,450,15
Азнаури,55.7387,37.588831,,
Аис,55.798372,37.608654,500,40
Айва,55.762938,37.588029,700,75
Айван,55.72805,37.6113,450,30
Академия,55.735687,37.669878,3000,90
Академия,55.737948,37.601916,3500,100
Академия,55.759521,37.613057,1750,100
Александр,55.746674,37.59836,3000,100
Александровский,55.756693,37.614244,2000,60
Алёша и графин,55.74348,37.652065,750,50
Алтаргана,55.767331,37.652387,1200,40
Аль-Маида,55.79475,37.5785,500,50
Амбарчик,55.751105,37.591447,500,40
АндерСон,55.754659,37.510099,1450,70
АндерСон,55.736114,37.58338,1450,100
АндерСон,55.739464,37.666358,1450,44
АндерСон,55.744992,37.59769,1450,30
АндерСон,55.761468,37.683168,1450,20
АндерСон,55.783669,37.632329,1450,75
Анталья,55.748809,37.588789,700,25
Апельсиновый кот,55.761962,37.681296,400,40
Арарат,55.760011,37.621263,1750,46
Арго,55.717594,37.595425,1000,70
Арена,55.725104,37.563888,1000,60
Аренда,55.755088,37.644911,800,23
Архив,55.734404,37.630301,1200,
Атлас Еды,55.743906,37.569001,,
Атлас Еды,55.74424,37.57011,650,35
Атриум,55.770727,37.591206,,
Атриум,55.788149,37.680532,1000,12
Бабл Вуф,55.759158,37.645114,,
Бай Plov,55.714448,37.591045,1000,30
Баклажан,55.747441,37.65611,900,40
Балалаечная,55.750403,37.59509,1500,70
Баловень,55.730319,37.632239,2500,40
Банзай,55.741332,37.530975,1500,
Банкетный зал,55.783114,37.597359,1000,
Баракат,55.740994,37.652528,650,100
Баракат №1,55.79678,37.592607,,
Барвиха lounge,55.755122,37.622101,2000,312
Барвиха lounge,55.785588,37.602109,2000,
Барвиха lounge,55.743271,37.563069,,
Барвиха lounge,55.748496,37.543122,,
Барвиха lounge,55.721952,37.650267,2000,
Барвиха lounge,55.776442,37.674918,5300,200
Бардак,55.744489,37.627787,2500,75
Бардак,55.757366,37.634426,1900,70
Бардо,55.768079,37.593129,,
Батони,55.744207,37.583109,,
Батони,55.746511,37.561163,1150,60
Батони,55.721299,37.572801,1150,100
Башня дедушки Мерлина,55.747293,37.654803,1750,75
Без рецепта,55.75,37.571463,1550,30
Бейрут,55.764258,37.653183,1050,40
Белов,55.757986,37.63345,1450,100
Белфаст,55.7453,37.630713,1200,100
Белые облака,55.758679,37.641612,700,50
Беш манты,55.744659,37.56756,900,
Бештау,55.746855,37.659183,,
Би Ба Бо,55.748214,37.583457,1450,
Бистро-столовая №1,55.739578,37.66479,350,28
Блэк,55.739657,37.611611,1500,38
Бобры и утки,55.733716,37.627406,2000,110
Божью спаси коровку,55.771955,37.597674,1000,40
БонАрхитект,55.722189,37.633846,600,50
Бонвиван,55.752252,37.59272,,
Борщ,55.7578,37.637336,450,20
Бруско,55.764014,37.509971,1000,35
Бублик,55.761926,37.622643,1350,50
Будапешт,55.764001,37.619115,1350,50
Буду поздно,55.745084,37.631026,950,30
Буква Ю,55.76287,37.635737,1500,15
Булка,55.786235,37.641166,1450,20
Булка,55.773767,37.586188,1450,35
Булка и кофе,55.725306,37.625715,900,15
Булочка,55.77424,37.532888,750,25
Булошная,55.759644,37.65203,1450,100
БульварЪ,55.752946,37.64772,1200,60
Буркина фасоль,55.731145,37.611746,400,
Буркина фасоль,55.70791,37.583422,400,28
Буфет,55.78303,37.574102,300,60
Бухара,55.782387,37.708606,700,40
Бухара,55.77775,37.628189,1100,80
Бухта,55.741731,37.625437,1000,30
В ус не дул,55.733855,37.627285,2500,45
Ваке,55.765293,37.561375,,
Ванлав,55.762647,37.55691,,
Вареничная №1,55.759158,37.580471,1100,100
Вареничная №1,55.779798,37.600985,1100,
Вареничная №1,55.776641,37.656965,1100,45
Вареничная №1,55.75992,37.613793,1100,98
Вареничная №1,55.76139,37.623438,1100,60
Вареничная №1,55.763664,37.60648,1100,180
Вареничная №1,55.762951,37.635385,1100,90
Вареничная №1,55.774899,37.656786,1100,136
Вареничная №1,55.743049,37.653132,1100,100
Вареничная №1,55.757301,37.621345,1100,70
Вареничная №1,55.756688,37.659218,1100,30
Вареничная №1,55.732237,37.665184,1100,120
Вареничная №1,55.730802,37.641754,1100,136
Вареничная №1,55.741023,37.627424,1100,158
Вареничная №1,55.756582,37.621525,1100,190
Вареничная №1,55.752221,37.59079,1100,100
Вареничная №1,55.749924,37.593344,1100,120
Везувио,55.725965,37.532895,1500,35
Верасы,55.758892,37.637716,650,50
Верона,55.734454,37.661622,1400,30
Вертели,55.771201,37.625408,1050,90
Веселая черепашка,55.724211,37.608251,550,50
Весёлый цеппелин,55.731456,37.608712,1200,42
Виктория,55.778871,37.682598,,31
Винага,55.773754,37.587204,1400,20
Винный базар,55.768204,37.616097,1750,75
Винный базар,55.755669,37.600343,1500,45
Винный базар,55.731458,37.590321,2000,50
Вино и Хинкали,55.757944,37.658461,,
Виновные,55.753816,37.638522,1600,50
ВкусВилл,55.779008,37.574281,500,2
Вкус Востока,55.774381,37.67856,1000,70
Вкус Вьетнама,55.792512,37.604832,1000,35
Вкус Кавказа,55.744256,37.679083,750,
Вкус Самарканда,55.793528,37.59305,500,50
ВкусВилл,55.744341,37.564966,,20
ВкусВилл,55.796444,37.612622,,8
ВкусВилл,55.75797,37.509752,480,
ВкусВилл,55.755595,37.513655,400,
ВкусВилл,55.759615,37.581603,400,4
ВкусВилл,55.745849,37.512845,320,7
ВкусВилл,55.726759,37.628725,,
ВкусВилл,55.722294,37.586107,,
ВкусВилл,55.757212,37.547332,,
ВкусВилл,55.728563,37.636147,500,
ВкусВилл,55.747619,37.535444,,
ВкусВилл,55.721579,37.627141,,
ВкусВилл,55.714494,37.607967,400,7
ВкусВилл,55.727645,37.62256,350,
ВкусВилл,55.768917,37.680555,200,
ВкусВилл,55.741265,37.576477,,4
ВкусВилл,55.730097,37.644388,350,6
ВкусВилл,55.787898,37.68537,,
ВкусВилл,55.774816,37.592922,400,9
ВкусВилл,55.729399,37.622131,350,6
ВкусВилл,55.785288,37.587959,400,4
ВкусВилл,55.743225,37.652741,400,10
ВкусВилл,55.731494,37.611746,400,
ВкусВилл,55.790216,37.678524,450,6
ВкусВилл,55.760858,37.513479,300,2
ВкусВилл,55.779336,37.640958,350,12
ВкусВилл,55.766021,37.564165,400,3
ВкусВилл,55.740044,37.589989,600,6
ВкусВилл,55.740175,37.617384,400,6
ВкусВилл,55.763547,37.635606,450,10
ВкусВилл,55.765238,37.616472,300,4
ВкусВилл,55.795615,37.616774,200,
ВкусВилл,55.733719,37.61913,200,
ВкусВилл,55.765562,37.581609,300,3
ВкусВилл,55.779267,37.556971,200,2
ВкусВилл,55.780252,37.634313,350,10
ВкусВилл,55.778696,37.600281,550,4
ВкусВилл,55.732204,37.671768,350,
ВкусВилл,55.771925,37.60373,400,12
ВкусВилл,55.764764,37.560619,390,8
ВкусВилл,55.741611,37.629416,450,8
ВкусВилл,55.731092,37.664918,400,6
ВкусВилл,55.773772,37.711902,400,
ВкусВилл,55.753428,37.524886,400,12
ВкусВилл,55.766514,37.647802,,12
ВкусВилл,55.790329,37.635216,500,6
ВкусВилл,55.781083,37.592019,400,
ВкусВилл,55.755391,37.656778,400,14
ВкусВилл,55.781701,37.581283,400,12
ВкусВилл,55.77152,37.583593,400,4
ВкусВилл,55.749665,37.579431,300,
ВкусВилл,55.75204,37.599578,350,5
ВкусВилл,55.754324,37.606326,550,
ВкусВилл,55.775038,37.627604,400,
ВкусВилл,55.77586,37.643261,500,12
ВкусВилл,55.794227,37.586853,400,8
ВкусВилл,55.749812,37.542385,,
ВкусВилл,55.726808,37.567388,500,12
Влавке,55.746994,37.588315,800,36
Вместе вкуснее,55.774431,37.668553,350,16
Во сколько начинается аперитив?,55.761569,37.636102,1500,70
#Воблакевкуса,55.748372,37.655211,550,
Волконский,55.73889,37.628513,1100,50
Волконский,55.752599,37.60582,1100,35
Волконский,55.756199,37.570993,1100,20
Волконский,55.765736,37.591105,1100,15
Восток,55.755643,37.68181,,100
Время антракта,55.757859,37.611766,1200,
Все Лень,55.755672,37.550932,2000,
ВуФо,55.76044,37.662348,,
Вьет тай,55.748457,37.540458,,
ВьетВок,55.793454,37.604671,600,35
Вьеткафе,55.757204,37.608105,1000,
Ганга,55.791346,37.60468,800,60
Гараж,55.727618,37.601533,1150,120
Гаражане,55.791307,37.58763,1300,100
Гафре,55.738494,37.666433,1000,30
Геолог,55.755892,37.612626,500,20
Гоген,55.753261,37.667517,1050,130
Голден Гросс,55.754315,37.66007,,24
Голландский Бар,55.749642,37.647193,1450,18
Гор,55.730156,37.681823,450,
Горбуфет,55.732427,37.635387,1000,40
Горбуфет,55.742637,37.628281,2000,30
ГорБуфет Пельменная,55.767232,37.606203,1500,60
ГородОтель,55.775965,37.655487,1000,20
Городской кафе-бар,55.72882,37.558852,1500,32
Графский,55.734705,37.585207,1200,35
Груzinsкий буffет,55.789984,37.633817,400,18
Грузинские каникулы,55.794999,37.61737,,
Грузинские каникулы,55.762256,37.62774,1200,200
Грузинский акцент,55.776331,37.680623,1350,55
Грузинское подворье,55.765644,37.576987,1400,30
Гурман,55.716908,37.643892,950,55
Давид,55.756954,37.598132,1250,30
Даймонд,55.745498,37.580542,1500,60
Дастархан,55.732114,37.592658,750,100
Дафеншо,55.781891,37.601128,1500,30
Два мангала,55.776893,37.673314,600,24
Дворик,55.776369,37.575329,1000,50
Делай культуру,55.765143,37.632077,400,
Делимарше,55.763561,37.551596,1300,60
Дело не в вине,55.757999,37.636365,1600,80
Делюсь душой,55.73534,37.627977,550,30
Депо,55.744973,37.567553,,
Депо,55.780226,37.592963,,
Дерзкий Донер,55.772641,37.678446,650,14
Джаганнат,55.76214,37.622585,350,60
Джаганнат,55.774983,37.583371,350,28
Джаганнат,55.758774,37.657283,350,25
Джонджоли,55.761847,37.620462,2000,90
Джонджоли,55.76984,37.597745,1700,182
Джонджоли,55.757375,37.633493,3000,123
Джонджоли,55.781148,37.599613,1700,250
Джонджоли,55.741172,37.628388,3200,130
Диван,55.794969,37.593209,650,40
Диван,55.744205,37.561726,1000,84
Дневник,55.763323,37.614129,1100,60
Долина,55.743906,37.569001,1000,250
Дом в котором,55.758628,37.645429,1200,75
Дом Матфея,55.726266,37.679766,,
Дом татарской кухни,55.737814,37.632182,,80
Донер Кебаб,55.727365,37.579563,350,
Драник Домашний,55.794524,37.578746,500,
Дринкит,55.745001,37.636629,,
Дринкит,55.761576,37.598682,400,
Дринкит,55.746803,37.535905,,
Дринкит,55.756322,37.615691,400,
Дринкит,55.77708,37.541079,400,
Дринкит,55.743326,37.563353,400,
Дружба,55.724743,37.650228,,
Дружба,55.755728,37.561158,3000,120
Дружба народов,55.730843,37.663927,850,30
Дублинец,55.758018,37.624038,1650,100
Дублинец,55.757686,37.624549,1650,100
Дуровъ,55.719326,37.627249,550,50
Дым Коромыслом,55.777408,37.660691,1500,90
Дядюшка Хо,55.761487,37.56224,450,30
Дядя Геральт,55.747353,37.655021,1700,92
Дядя Осман,55.739982,37.609316,450,20
Еда by Рановский,55.730862,37.560872,,
Ёж&Устрица,55.760702,37.622318,1600,80
Ёж&Устрица,55.780144,37.593639,1600,
Ёж&Устрица,55.737202,37.649346,1600,20
Ели не бухтели,55.793352,37.612097,900,
Есенин,55.782176,37.60915,350,30
Есть хинкали&пить вино,55.771452,37.649222,1500,
Есть хинкали&пить вино,55.754058,37.599038,1500,70
Есть хинкали&пить вино,55.744535,37.627053,2000,80
Есть хинкали&пить вино,55.759712,37.59732,1000,70
Ешь и гуляй,55.750469,37.628738,350,16
Ещё,55.727539,37.608595,500,
Жажда,55.755072,37.643013,1500,90
Жажда,55.750483,37.59443,1800,48
Жан-жак,55.755288,37.60066,2000,70
Жасмин,55.78173,37.600369,600,40
Жёлтый Дом,55.754252,37.667183,,
Жи есть,55.708321,37.591428,1500,30
Жига дрыга,55.7329,37.627019,700,40
Жур,55.754086,37.601213,,30
Заг-Заг,55.77289,37.598099,1250,75
Зайкафе,55.779642,37.603977,,
Зарядье,55.750404,37.628415,1200,300
Зацепи кофе,55.754255,37.602882,,
Зацепин,55.73047,37.64293,1650,65
Зачётка,55.736765,37.694105,300,120
Здрасте,55.750914,37.689619,1450,
Здрасте,55.753563,37.512982,1500,10
Здрасте,55.779898,37.698187,1450,10
Здрасте,55.719027,37.6356,1500,10
Здрасьте! Нам по пасте!,55.760782,37.630317,650,48
"Земля, Прощай!",55.757953,37.637076,2500,70
Золотая вобла,55.771606,37.681477,1350,150
Золотая вобла,55.780567,37.634299,1350,450
Золотая вобла,55.792737,37.592498,1350,400
Золотая вобла,55.758322,37.639752,1350,450
Золотой Дракон,55.761724,37.66286,600,30
Зотов,55.770103,37.564822,800,50
И.в.а.н. Duckstar`s,55.767765,37.59836,1450,90
Иван-чайное Купе,55.737606,37.639941,1000,35
Игристый by Винный Базар,55.730295,37.625391,2500,70
Избушка Фо,55.78779,37.593609,1000,30
Изразцы,55.748924,37.669778,1000,36
Инжир,55.776375,37.648947,2500,350
Ирина,55.713934,37.597287,3000,90
Ирыстон,55.727159,37.651636,1000,35
Исфара,55.798586,37.595219,550,54
Исфара,55.797512,37.593761,450,30
Исфара,55.775338,37.659344,550,100
Ичибан лайт,55.761213,37.579522,,
Йорик Убил Хамлета,55.758995,37.645727,,50
Кай Кан,55.766283,37.629891,1100,80
Калитники,55.735815,37.690167,600,20
Кампа,55.787344,37.612093,1000,45
Камчатский дом,55.749285,37.545014,900,
Канна,55.775905,37.59609,650,60
Каравай,55.774433,37.656005,600,28
Караван,55.744502,37.630716,800,
Караван,55.747752,37.680289,550,80
Караван,55.733877,37.66392,1000,50
Карамба,55.790008,37.613297,1500,
Карасик,55.743732,37.577765,600,70
Карло,55.743206,37.653038,1300,100
Карло,55.750772,37.595941,1300,
Каслл,55.741263,37.526955,1500,50
Кафе,55.707384,37.589912,,
Кафе,55.796137,37.599562,,
Кафе,55.793738,37.617819,,
Кафе,55.740553,37.608821,,
Кафе,55.739945,37.690921,350,
Кафе,55.731039,37.539747,,
Кафе,55.73241,37.702501,,16
Кафе,55.784185,37.673868,500,24
Кафе,55.768624,37.526588,350,16
Кафе,55.777239,37.685329,,24
Кафе,55.729855,37.639668,450,15
Кафе,55.750604,37.543223,,20
Кафе,55.750604,37.543223,,
Кафе,55.734603,37.60563,700,70
Кафе,55.717805,37.56282,700,100
Кафе,55.72121,37.54861,1500,30
Кафе,55.760783,37.620174,2500,100
Кафе,55.720481,37.648914,290,
Кафе,55.761395,37.583696,500,100
Кафе,55.76019,37.619625,3500,100
Кафе,55.754463,37.650383,,20
Кафе вьетнамской кухни,55.728702,37.624002,,
Кафе дагестанской кухни,55.794474,37.578788,,
Кафе ливанской кухни,55.769257,37.583936,,
Кафе на Баррикадной,55.762137,37.581995,500,
Кафе Пушкинъ,55.763649,37.604992,1550,350
Кафе Райхан,55.763699,37.532968,450,36
Кафе турецкой кухни,55.773095,37.613752,850,
Кафе-буузная,55.779852,37.600783,,
Кафе-пельменная,55.787385,37.633053,700,24
Столовая,55.729262,37.609845,,
Кафетера,55.763366,37.551525,400,100
Кают-компания,55.77131,37.655722,500,50
Квартира 37,55.755088,37.644911,,
Квартира 44,55.735494,37.625432,1100,80
Квартира 44,55.737564,37.617169,1100,100
Киану,55.763643,37.594137,2500,30
Кидбург Еда,55.759983,37.624569,1000,30
Кимчи,55.727918,37.630627,1250,70
Кислород,55.767693,37.679406,1500,50
Китайский Лётчик Джао Да,55.754768,37.634562,1000,300
Китайский фонарик,55.744189,37.6792,800,
Клаштер,55.723777,37.604603,2000,120
Клаштер,55.760001,37.646129,1300,86
Клешни и Хвосты,55.770332,37.598894,3500,70
Клешни и Хвосты,55.741497,37.656964,3500,75
Клуб Алексея Козлова,55.757814,37.633633,1700,350
Козловица,55.740896,37.629073,,320
Козловица,55.766994,37.631722,1500,220
Козловица,55.766219,37.608393,2000,
Козловица,55.761927,37.633986,2500,240
Колбаса,55.754331,37.637114,1600,25
Колдуны,55.730824,37.610439,,
Колибри,55.716212,37.613818,2000,25
Колобок,55.772832,37.663678,700,
Комод,55.780432,37.6919,450,100
Компот,55.789799,37.687657,400,59
КонтрРазведка,55.758027,37.627431,2000,160
Концерт,55.744426,37.627482,1500,100
Корнер,55.751278,37.586921,1500,45
Космик,55.748388,37.53802,2300,400
Котелок,55.731518,37.634687,,
Кофе ON,55.742529,37.624763,1500,60
Кофе остров,55.788718,37.588788,,
Кофе с собой,55.763691,37.607599,,
Кофе хауз,55.755684,37.614697,800,50
"Кофе, табак и хот-доги",55.775268,37.597915,300,10
Кофейня,55.78406,37.642152,,6
Bez Tarelok,55.730995,37.640057,,
Кофис,55.801531,37.637865,,
Кочевник,55.766057,37.556592,1050,36
Кочевники,55.767378,37.631413,2500,80
Кранцлер,55.748295,37.62571,1850,65
Кремлёвский,55.770696,37.594497,400,150
Кривоколенный 9с3,55.762851,37.637888,1550,60
Крошка картошка,55.788451,37.678254,,
Крошка картошка,55.730612,37.637672,600,
Крошка картошка,55.783189,37.632685,350,12
Крошка картошка,55.779159,37.666093,350,7
Крошка картошка,55.761033,37.579596,450,
Крошка картошка,55.744933,37.600777,450,
Крошка картошка,55.781729,37.704768,400,
Крошка картошка,55.772776,37.620831,450,9
Крошка картошка,55.748936,37.538975,750,
