title,district,city,region,lat,lon
Метро Электрозаводская · 2A,Басманный,Москва,Москва,55.779311,37.703022
Мещанская,Мещанский,Москва,Москва,55.773438,37.627546
Мещанская слобода,Мещанский,Москва,Москва,55.774778,37.632325
Мичуринский проспект,Раменки,Москва,Москва,55.714665,37.536288
Можайский Вал,Дорогомилово,Москва,Москва,55.746262,37.559264
Москва-2-Товарная,Сокольники,Москва,Москва,55.788249,37.669678
Московская канатная дорога,Раменки,Москва,Москва,55.707962,37.54492
Московский шёлк,Хамовники,Москва,Москва,55.73419,37.564043
Мост Багратион · 5A,Пресненский,Москва,Москва,55.747511,37.54305
Мост Богдана Хмельницкого,Хамовники,Москва,Москва,55.740773,37.571891
Мост Богдана Хмельницкого,Дорогомилово,Москва,Москва,55.740996,37.568988
Мост Окружной ж/д,Хорошёвский,Москва,Москва,55.761443,37.523645
Моховая,Арбат,Москва,Москва,55.754994,37.610837
Музей военной формы,Пресненский,Москва,Москва,55.757611,37.592496
Музей им. Андрея Рублёва,Таганский,Москва,Москва,55.747349,37.670548
Музыкальная школа,Красносельский,Москва,Москва,55.784063,37.661544
Музыкальная школа,Красносельский,Москва,Москва,55.784776,37.660815
МЦД Белорусская · 4B,Беговой,Москва,Москва,55.778726,37.57929
МЦД Белорусская · 4C,Беговой,Москва,Москва,55.779441,37.580068
МЦД Калитники · 2A,Нижегородский,Москва,Москва,55.735884,37.702766
МЦД Калитники · 3A,Нижегородский,Москва,Москва,55.734979,37.705024
МЦД Марьина Роща · 6A,Марьина Роща,Москва,Москва,55.798894,37.616086
МЦД Марьина Роща · 6B,Марьина Роща,Москва,Москва,55.798844,37.615867
МЦД Митьково · 1A,Сокольники,Москва,Москва,55.785332,37.675534
МЦД Митьково · 1D,Сокольники,Москва,Москва,55.785289,37.675985
МЦД Москва-Товарная · 2A,Лефортово,Москва,Москва,55.74717,37.690428
МЦД Москва-Товарная · 2B,Лефортово,Москва,Москва,55.747342,37.689258
МЦД Площадь трёх вокзалов · 1A,Красносельский,Москва,Москва,55.774696,37.652916
МЦД Площадь трёх вокзалов · 1C,Красносельский,Москва,Москва,55.774558,37.652891
МЦД Площадь трёх вокзалов · 1D,Красносельский,Москва,Москва,55.774438,37.653651
МЦД Площадь трёх вокзалов · 1E,Красносельский,Москва,Москва,55.77447,37.653788
МЦД Рижская · 1B,Мещанский,Москва,Москва,55.793178,37.638739
МЦД Серп и Молот · 1C,Лефортово,Москва,Москва,55.748891,37.6827
МЦД Тестовская (Москва-Сити),Пресненский,Москва,Москва,55.752862,37.533384
МЦК Деловой центр · 2A,Пресненский,Москва,Москва,55.748798,37.533291
МЦК Лужники · 1A,Хамовники,Москва,Москва,55.721655,37.559154
МЦК Лужники · 1B,Хамовники,Москва,Москва,55.722204,37.557902
МЦК Лужники · 1C,Хамовники,Москва,Москва,55.7213,37.563154
МЦК Лужники · 1D,Хамовники,Москва,Москва,55.721835,37.564252
МЦК Шелепиха,Пресненский,Москва,Москва,55.756063,37.528727
Мясницкая · 1B,Красносельский,Москва,Москва,55.768118,37.643932
Мясокомбинат,Таганский,Москва,Москва,55.729093,37.680328
Мясокомбинат,Южнопортовый,Москва,Москва,55.727965,37.679912
Набережная Академика Туполева,Басманный,Москва,Москва,55.757697,37.669679
Набережная Тараса Шевченко,Дорогомилово,Москва,Москва,55.749968,37.572323
Народная,Таганский,Москва,Москва,55.738026,37.649764
Научно-клинический центр им. Боткина,Беговой,Москва,Москва,55.77789,37.550828
Национальный центр Россия,Пресненский,Москва,Москва,55.748966,37.546457
Нижняя Красносельская,Красносельский,Москва,Москва,55.778864,37.667096
Никитские Ворота,Пресненский,Москва,Москва,55.757285,37.59622
Никитские Ворота,Пресненский,Москва,Москва,55.758488,37.599114
Никитский бульвар,Пресненский,Москва,Москва,55.755982,37.599514
Николаева,Пресненский,Москва,Москва,55.754707,37.568311
Николоямская,Таганский,Москва,Москва,55.747188,37.654411
Николоямская,Таганский,Москва,Москва,55.747165,37.656039
Новая Дмитровская слобода,Тверской,Москва,Москва,55.77635,37.603024
Новая Дорога,Басманный,Москва,Москва,55.777153,37.69463
Новинский бульвар,Арбат,Москва,Москва,55.752605,37.584728
Новоарбатский мост,Арбат,Москва,Москва,55.750573,37.575479
Новоарбатский мост,Арбат,Москва,Москва,55.751628,37.575054
Новодевичий монастырь,Хамовники,Москва,Москва,55.726927,37.56072
Новодевичий проезд,Хамовники,Москва,Москва,55.729413,37.557708
Новодевичье кладбище,Хамовники,Москва,Москва,55.723884,37.556389
Новолесная,Тверской,Москва,Москва,55.785943,37.587484
Новоостаповская,Южнопортовый,Москва,Москва,55.72057,37.674593
Новоостаповская д.5,Южнопортовый,Москва,Москва,55.722393,37.679902
Новорогожская,Таганский,Москва,Москва,55.743215,37.67695
Новослободская,Тверской,Москва,Москва,55.791528,37.591256
Новоспасский мост,Замоскворечье,Москва,Москва,55.728477,37.650205
Новоспасский проезд,Таганский,Москва,Москва,55.731244,37.660034
Новосущёвская,Марьина Роща,Москва,Москва,55.792676,37.603372
Новый Арбат,Арбат,Москва,Москва,55.751508,37.582865
Образцова,Марьина Роща,Москва,Москва,55.792856,37.607482
Октябрьская,Марьина Роща,Москва,Москва,55.796339,37.613342
Олимпийский проспект,Мещанский,Москва,Москва,55.788693,37.621894
Олимпийский проспект,Мещанский,Москва,Москва,55.792731,37.623706
Олимпийский проспект д.22,Мещанский,Москва,Москва,55.788472,37.622782
Ольховская,Красносельский,Москва,Москва,55.776324,37.670533
Орлово-Давыдовский пер.,Мещанский,Москва,Москва,55.78287,37.642315
Орлово-Давыдовский пер. д.6,Мещанский,Москва,Москва,55.783585,37.64043
Павелецкая набережная д.2,Даниловский,Москва,Москва,55.716862,37.647207
Павелецкий вокзал,Замоскворечье,Москва,Москва,55.731214,37.637929
Павелецкий вокзал · 3A,Замоскворечье,Москва,Москва,55.730244,37.639698
Павелецкий вокзал · 3C,Замоскворечье,Москва,Москва,55.731428,37.63858
Павелецкий вокзал · 3D,Замоскворечье,Москва,Москва,55.730577,37.641994
Павла Андреева,Даниловский,Москва,Москва,55.720341,37.626698
Павла Андреева,Замоскворечье,Москва,Москва,55.721797,37.62778
Павла Андреева,Замоскворечье,Москва,Москва,55.720342,37.617728
Павла Андреева,Даниловский,Москва,Москва,55.720681,37.623161
Пантелеевская,Красносельский,Москва,Москва,55.779445,37.645394
Парк Горького,Якиманка,Москва,Москва,55.732224,37.604514
Парк Красная Пресня,Пресненский,Москва,Москва,55.751794,37.552378
Пекуновский тупик,Нижегородский,Москва,Москва,55.730775,37.70418
пер. Маяковского,Таганский,Москва,Москва,55.739744,37.658572
пер. Маяковского,Таганский,Москва,Москва,55.737646,37.654729
Переведеновский пер.,Басманный,Москва,Москва,55.781106,37.6957
Перовский проезд,Лефортово,Москва,Москва,55.743851,37.705686
Перовский проезд д.7,Лефортово,Москва,Москва,55.744054,37.702579
Пестовский пер.,Таганский,Москва,Москва,55.747178,37.661082
Петровские ворота,Тверской,Москва,Москва,55.768892,37.613003
Петровский бульвар,Тверской,Москва,Москва,55.767768,37.617424
ПКиО Сокольники · 5B,Сокольники,Москва,Москва,55.791767,37.676393
пл. Гагарина · 1A,Гагаринский,Москва,Москва,55.708177,37.583499
пл. Гагарина · 1D,Гагаринский,Москва,Москва,55.709276,37.583658
пл. Гагарина · 1E,Гагаринский,Москва,Москва,55.709297,37.582921
пл. Гагарина · 1F,Гагаринский,Москва,Москва,55.708866,37.581519
пл. Донецкой Народной Республики,Пресненский,Москва,Москва,55.757885,37.578357
пл. Журавлёва,Преображенское,Москва,Москва,55.785624,37.703407
пл. Земляной Вал,Басманный,Москва,Москва,55.764279,37.657085
пл. Земляной Вал,Басманный,Москва,Москва,55.764114,37.656066
пл. Разгуляй,Басманный,Москва,Москва,55.769663,37.669293
пл. Свободной России,Арбат,Москва,Москва,55.753497,37.576249
пл. Строителей БАМ · 14A,Красносельский,Москва,Москва,55.772294,37.657893
пл. Строителей БАМ · 14B,Красносельский,Москва,Москва,55.772192,37.657792
пл. Цезаря Куникова,Басманный,Москва,Москва,55.763448,37.654736
Плющиха,Хамовники,Москва,Москва,55.744986,37.579534
Подвойского,Пресненский,Москва,Москва,55.765038,37.53778
Подъёмная,Нижегородский,Москва,Москва,55.742826,37.70733
Поклонная,Дорогомилово,Москва,Москва,55.738917,37.529893
Покровские Ворота,Басманный,Москва,Москва,55.759305,37.646023
Поликарпова,Беговой,Москва,Москва,55.777044,37.555746
Поликарпова д.25,Хорошёвский,Москва,Москва,55.778589,37.543628
Поликлиника,Хамовники,Москва,Москва,55.722631,37.582855
Поликлиника,Басманный,Москва,Москва,55.777102,37.673474
Поликлиника,Даниловский,Москва,Москва,55.725102,37.653353
Поликлиника,Таганский,Москва,Москва,55.741642,37.686533
Поликлиника №104,Таганский,Москва,Москва,55.738126,37.657454
Поликлиника №220,Пресненский,Москва,Москва,55.760628,37.569201
Померанцев пер. · 2A,Хамовники,Москва,Москва,55.738482,37.595702
Померанцев пер. · 2B,Хамовники,Москва,Москва,55.738668,37.595654
Поперечный просек,Сокольники,Москва,Москва,55.792548,37.660326
Попов проезд,Сокольники,Москва,Москва,55.783048,37.695049
Правды,Беговой,Москва,Москва,55.7814,37.574648
Пресненская набережная д.10,Пресненский,Москва,Москва,55.745946,37.537133
Префектура ЦАО,Таганский,Москва,Москва,55.738074,37.661401
Пречистенка,Хамовники,Москва,Москва,55.739749,37.585721
Пречистенка,Хамовники,Москва,Москва,55.739234,37.587713
Пречистенская набережная,Хамовники,Москва,Москва,55.74406,37.607741
Причальный проезд,Хорошёво-Мнёвники,Москва,Москва,55.760787,37.520038
Проспект 60 лет Октября,Гагаринский,Москва,Москва,55.705409,37.580562
Проспект Академика Сахарова,Красносельский,Москва,Москва,55.76975,37.644855
Проспект Академика Сахарова · 2D,Красносельский,Москва,Москва,55.770015,37.645082
Проспект Будённого,Соколиная Гора,Москва,Москва,55.779051,37.720173
Проспект Будённого,Соколиная Гора,Москва,Москва,55.77787,37.718556
Протопоповский пер.,Мещанский,Москва,Москва,55.780466,37.643428
Пудовкина,Раменки,Москва,Москва,55.725489,37.533096
Пушкинская пл. · 2A,Тверской,Москва,Москва,55.765817,37.603739
Пушкинская пл. · 4A,Тверской,Москва,Москва,55.765684,37.603449
Пушкинская пл. · 6A,Тверской,Москва,Москва,55.765298,37.606473
Пушкинская пл. · 8A,Тверской,Москва,Москва,55.764208,37.606481
Радио,Басманный,Москва,Москва,55.763249,37.678565
Районный центр Прага,Беговой,Москва,Москва,55.791855,37.579062
Рахмановский пер.,Тверской,Москва,Москва,55.76494,37.619052
Рогожский Посёлок,Нижегородский,Москва,Москва,55.736391,37.703857
Романовская школа,Пресненский,Москва,Москва,55.758314,37.516556
Рубцов пер.,Басманный,Москва,Москва,55.774666,37.689996
Рубцовская набережная,Басманный,Москва,Москва,55.775045,37.696575
Ружейный пер.,Хамовники,Москва,Москва,55.74256,37.577812
Русаковская,Красносельский,Москва,Москва,55.781523,37.669117
Рязанское депо,Красносельский,Москва,Москва,55.772359,37.662386
Саввинская набережная,Хамовники,Москва,Москва,55.73159,37.558764
Савёловский вокзал,Савёловский,Москва,Москва,55.794805,37.584116
Савёловский вокзал,Беговой,Москва,Москва,55.7919,37.58697
Савёловский вокзал · A1,Бутырский,Москва,Москва,55.793866,37.588651
Савёловский вокзал · A2,Бутырский,Москва,Москва,55.793828,37.588456
Савёловский вокзал · A3,Бутырский,Москва,Москва,55.793811,37.588264
Савёловский вокзал · A4,Бутырский,Москва,Москва,55.793797,37.588051
Савёловский вокзал · A5,Бутырский,Москва,Москва,55.79378,37.587824
Сад им. Баумана,Басманный,Москва,Москва,55.765345,37.660533
Сад им. Баумана,Красносельский,Москва,Москва,55.769718,37.659042
Сад Эрмитаж,Тверской,Москва,Москва,55.770624,37.611244
Садовая-Каретная,Тверской,Москва,Москва,55.77137,37.604925
Садовническая,Замоскворечье,Москва,Москва,55.74522,37.637154
Садовническая д.7,Замоскворечье,Москва,Москва,55.747722,37.627885
Садовническая д.77,Замоскворечье,Москва,Москва,55.735339,37.642867
Садовнический пер.,Замоскворечье,Москва,Москва,55.7379,37.64343
Самотёчная,Мещанский,Москва,Москва,55.77434,37.621034
Самотёчная · 2C,Тверской,Москва,Москва,55.777445,37.617982
Самотёчная пл. · 1C,Тверской,Москва,Москва,55.773484,37.619433
Самотёчная пл. · 1D,Тверской,Москва,Москва,55.773658,37.618354
Самотёчная пл. · 1E,Мещанский,Москва,Москва,55.773898,37.619615
Самотёчная эстакада,Тверской,Москва,Москва,55.77487,37.61868
Селезнёвская,Тверской,Москва,Москва,55.780944,37.609743
Семёновский Вал,Соколиная Гора,Москва,Москва,55.776518,37.71516
Сергея Макеева,Пресненский,Москва,Москва,55.765344,37.552779
Сергея Макеева,Пресненский,Москва,Москва,55.764283,37.553242
Серпуховская пл.,Якиманка,Москва,Москва,55.730669,37.62425
Серпуховская пл. · 1D,Замоскворечье,Москва,Москва,55.729993,37.624702
Сибирский проезд,Таганский,Москва,Москва,55.732736,37.679602
Сивцев Вражек,Арбат,Москва,Москва,55.747615,37.599866
Сивяков пер.,Таганский,Москва,Москва,55.749059,37.655774
Скарятинский пер.,Пресненский,Москва,Москва,55.758279,37.587454
Скотопрогонная,Нижегородский,Москва,Москва,55.730346,37.69524
Скотопрогонная д.21,Нижегородский,Москва,Москва,55.735328,37.698201
Смоленская набережная,Арбат,Москва,Москва,55.74798,37.576004
Смоленская пл.,Арбат,Москва,Москва,55.746323,37.582672
Смоленский бульвар,Хамовники,Москва,Москва,55.739329,37.586014
Смотровая площадка,Раменки,Москва,Москва,55.709073,37.541924
Советской Армии,Мещанский,Москва,Москва,55.788552,37.616849
Современный университет,Таганский,Москва,Москва,55.736982,37.693961
Соймоновский проезд,Хамовники,Москва,Москва,55.743642,37.60398
Сокольнический Вал,Сокольники,Москва,Москва,55.79257,37.653334
Сокольнический Вал д.2,Сокольники,Москва,Москва,55.79338,37.655536
Солдатская,Лефортово,Москва,Москва,55.765117,37.70189
Солянка,Таганский,Москва,Москва,55.752848,37.639163
Союз писателей России,Хамовники,Москва,Москва,55.73056,37.589128
Спартаковская,Басманный,Москва,Москва,55.771581,37.669044
Спартаковская пл.,Басманный,Москва,Москва,55.776028,37.682794
Спартаковский пер.,Басманный,Москва,Москва,55.775903,37.686102
Спиридоновка,Пресненский,Москва,Москва,55.762802,37.587348
Спортзал Дружба,Хамовники,Москва,Москва,55.712846,37.569214
Спорткомплекс Олимпийский,Мещанский,Москва,Москва,55.780932,37.623278
Средний Золоторожский пер.,Лефортово,Москва,Москва,55.749393,37.678246
Сретенка,Мещанский,Москва,Москва,55.76943,37.632181
Сретенские Ворота · 8A,Мещанский,Москва,Москва,55.766717,37.631433
Сретенские Ворота · 8B,Мещанский,Москва,Москва,55.766625,37.631344
Стадион Буревестник,Хамовники,Москва,Москва,55.737374,37.575542
Стадион Лужники,Хамовники,Москва,Москва,55.714141,37.566614
Стадион Лужники,Хамовники,Москва,Москва,55.716725,37.568014
Стадион Лужники · 4A,Хамовники,Москва,Москва,55.714213,37.566252
Стадион Лужники · 4B,Хамовники,Москва,Москва,55.715013,37.566395
Станиславского,Таганский,Москва,Москва,55.743386,37.660444
Станция Пресня,Хорошёвский,Москва,Москва,55.767473,37.51813
Старообрядческая,Лефортово,Москва,Москва,55.747649,37.693528
Старообрядческая д.30,Нижегородский,Москва,Москва,55.74254,37.7006
Старообрядческая д.46,Нижегородский,Москва,Москва,55.740257,37.700212
Старообрядческий институт,Нижегородский,Москва,Москва,55.738268,37.705367
Старослободская,Сокольники,Москва,Москва,55.79164,37.669731
Старый Толмачёвский пер. · 2B,Замоскворечье,Москва,Москва,55.739248,37.628413
Стасовой,Донской,Москва,Москва,55.714478,37.590534
Столешников пер.,Тверской,Москва,Москва,55.762562,37.617829
Стоматологическая поликлиника,Красносельский,Москва,Москва,55.781419,37.664112
Стоматологическая поликлиника,Пресненский,Москва,Москва,55.765513,37.540058
Сторожевая д.20,Лефортово,Москва,Москва,55.766962,37.715795
Страстной бульвар,Тверской,Москва,Москва,55.767852,37.612188
Стрелецкая,Марьина Роща,Москва,Москва,55.796001,37.600388
Стрельбищенский пер.,Пресненский,Москва,Москва,55.764573,37.540814
Стройковская,Таганский,Москва,Москва,55.731858,37.671707
Студгородок · 2B,Дорогомилово,Москва,Москва,55.740712,37.537919
Студгородок · 4B,Дорогомилово,Москва,Москва,55.741225,37.537571
Сущёвский Вал,Тверской,Москва,Москва,55.790494,37.590436
Сущёвский Вал д.46,Марьина Роща,Москва,Москва,55.792806,37.612045
Сыромятники,Таганский,Москва,Москва,55.754224,37.656814
Таганская пл. · 1G,Таганский,Москва,Москва,55.742699,37.655023
Талалихина,Таганский,Москва,Москва,55.7358,37.677188
Таможенный проезд,Лефортово,Москва,Москва,55.751469,37.686352
Тверская · 10A,Тверской,Москва,Москва,55.76401,37.605085
Тверская · 3A,Тверской,Москва,Москва,55.764083,37.604118
Тверская пл.,Тверской,Москва,Москва,55.762388,37.608563
Тверской бульвар,Пресненский,Москва,Москва,55.762093,37.602602
Театр зверей им. Дурова,Мещанский,Москва,Москва,55.779141,37.622976
Театр им. Н.В. Гоголя · 4B,Басманный,Москва,Москва,55.762601,37.662236
Театр кукол им. Образцова,Тверской,Москва,Москва,55.773464,37.613398
Театр эстрады,Якиманка,Москва,Москва,55.745328,37.614166
Театральная пл. · 9A,Тверской,Москва,Москва,55.758829,37.619058
Театральная пл. · 9B,Тверской,Москва,Москва,55.75942,37.619704
Театральная пл. · 9C,Тверской,Москва,Москва,55.75858,37.619426
Тетеринский пер.,Таганский,Москва,Москва,55.745385,37.648619
Технический пер.,Басманный,Москва,Москва,55.76352,37.682082
Технический пер.,Басманный,Москва,Москва,55.763481,37.681962
Тимура Фрунзе,Хамовники,Москва,Москва,55.730646,37.593962
Тишинская пл.,Пресненский,Москва,Москва,55.770376,37.585686
Тишинский рынок,Пресненский,Москва,Москва,55.770428,37.582433
Токмаков пер.,Басманный,Москва,Москва,55.768725,37.668091
Токмаков пер.,Басманный,Москва,Москва,55.765164,37.670564
Торговый комплекс Тройка,Красносельский,Москва,Москва,55.785968,37.663735
Трамвайно-ремонтный завод,Лефортово,Москва,Москва,55.752136,37.678158
Трёхгорная мануфактура,Пресненский,Москва,Москва,55.757098,37.566758
Трёхгорный Вал,Пресненский,Москва,Москва,55.759305,37.559842
Трифоновская,Мещанский,Москва,Москва,55.78926,37.634804
Трубецкая,Хамовники,Москва,Москва,55.731616,37.57051
ТЭЦ-12,Дорогомилово,Москва,Москва,55.732564,37.555156
Угловой пер.,Тверской,Москва,Москва,55.789214,37.58843
Университет по землеустройству,Басманный,Москва,Москва,55.763378,37.666097
Управа Пресненского района,Пресненский,Москва,Москва,55.758645,37.558158
Ухтомская,Лефортово,Москва,Москва,55.768692,37.714352
Учебно-лабораторный корпус МГТУ им. Н.Э. Баумана,Басманный,Москва,Москва,55.770344,37.690723
Фабрика Буревестник,Сокольники,Москва,Москва,55.790816,37.660312
Фабрика им. Бабаева,Красносельский,Москва,Москва,55.785994,37.659282
Фридриха Энгельса,Басманный,Москва,Москва,55.778493,37.696811
Фрунзенская набережная,Хамовники,Москва,Москва,55.717081,37.580297
Фрунзенская набережная д.32,Хамовники,Москва,Москва,55.723858,37.588306
Хамовнический Вал,Хамовники,Москва,Москва,55.718813,37.568417
Хамовнический Вал,Хамовники,Москва,Москва,55.718898,37.570864
Хамовнический Вал д.2,Хамовники,Москва,Москва,55.716268,37.575387
Хлебников пер.,Таганский,Москва,Москва,55.747079,37.674342
Хорошёвское шоссе,Хорошёвский,Москва,Москва,55.774821,37.536094
Храм,Беговой,Москва,Москва,55.780574,37.545548
Храм Сергия Радонежского,Таганский,Москва,Москва,55.74662,37.667013
ЦАО,,Долгопрудный,Московская область,55.925708,37.523742
Центр международной торговли,Пресненский,Москва,Москва,55.753741,37.558464
Центр международной торговли,Пресненский,Москва,Москва,55.756281,37.558389
Центр международной торговли,Пресненский,Москва,Москва,55.75683,37.559888
Центр хирургии,Хамовники,Москва,Москва,55.730066,37.563616
Центральный музей Вооружённых сил,Мещанский,Москва,Москва,55.785309,37.616175
Центральный театр Российской Армии,Мещанский,Москва,Москва,55.782662,37.615448
Часовой завод №1,Таганский,Москва,Москва,55.73602,37.664874
Шарикоподшипниковская,Даниловский,Москва,Москва,55.723544,37.663846
Швивая горка,Таганский,Москва,Москва,55.746134,37.641805
Шелапутинский пер.,Таганский,Москва,Москва,55.746812,37.664849
Шелепихинская набережная,Пресненский,Москва,Москва,55.755564,37.518598
Шелепихинский мост,Пресненский,Москва,Москва,55.754859,37.521746
Шелепихинское шоссе,Пресненский,Москва,Москва,55.76019,37.52207
Шеногина,Хорошёво-Мнёвники,Москва,Москва,55.764495,37.51346
Шепелюгинский пер.,Нижегородский,Москва,Москва,55.744943,37.700471
Шепелюгинский пер.,Лефортово,Москва,Москва,55.744966,37.705957
Школа,Замоскворечье,Москва,Москва,55.739495,37.641151
Школа №2055,Пресненский,Москва,Москва,55.758959,37.538761
Школа на Яузе,Басманный,Москва,Москва,55.772625,37.693725
Шмитовский проезд,Пресненский,Москва,Москва,55.757139,37.539924
Шмитовский проезд - Детская больница,Пресненский,Москва,Москва,55.756035,37.539666
Шумкина,Сокольники,Москва,Москва,55.791662,37.664014
Шумкина д.26,Сокольники,Москва,Москва,55.787088,37.67347
Шухова,Даниловский,Москва,Москва,55.716588,37.619244
Электрический пер.,Пресненский,Москва,Москва,55.773221,37.577406
Электрозаводский мост,Соколиная Гора,Москва,Москва,55.782639,37.700176
Электрозаводский мост · 1C,Соколиная Гора,Москва,Москва,55.783582,37.700875
Электрозаводский мост · 1D,Преображенское,Москва,Москва,55.784004,37.700871
Юлиуса Фучика,Тверской,Москва,Москва,55.772292,37.592208
Ямское Поле,Беговой,Москва,Москва,55.789121,37.582754
Яузские Ворота,Таганский,Москва,Москва,55.750119,37.642375
Яузский бульвар,Таганский,Москва,Москва,55.750781,37.64204
1-й Алтуфьевский путепровод,Отрадное,Москва,Москва,55.848642,37.583667
1-й Балтийский пер.,Аэропорт,Москва,Москва,55.811017,37.520518
1-й Боткинский проезд,Беговой,Москва,Москва,55.78404,37.558205
1-й Волоколамский проезд,Щукино,Москва,Москва,55.803062,37.490496
1-й Новоподмосковный пер.,Войковский,Москва,Москва,55.815143,37.505061
1-й Силикатный проезд,Хорошёво-Мнёвники,Москва,Москва,55.769716,37.512296
1-я Магистральная,Хорошёвский,Москва,Москва,55.772088,37.518011
1-я Магистральная д.23,Хорошёвский,Москва,Москва,55.770435,37.520146
1-я Сестрорецкая,Молжаниновский,Москва,Москва,55.944452,37.345854
1-я улица 8 Марта,Аэропорт,Москва,Москва,55.802066,37.554202
1-я улица 8 Марта,Аэропорт,Москва,Москва,55.800676,37.548955
1-я Хуторская,Савёловский,Москва,Москва,55.805556,37.580514
1-я Хуторская,Савёловский,Москва,Москва,55.80304,37.574372
12-й микрорайон Куркина,Куркино,Москва,Москва,55.90717,37.38881
19-й микрорайон Тушина,Северное Тушино,Москва,Москва,55.869156,37.444745
2-й Балтийский пер.,Аэропорт,Москва,Москва,55.806531,37.523934
2-й Гончаровский пер.,Бутырский,Москва,Москва,55.812924,37.592026
2-й Гончаровский пер.,Бутырский,Москва,Москва,55.815766,37.591402
2-й Лихачёвский пер. д.11,Головинский,Москва,Москва,55.845574,37.53759
2-й Лихачёвский пер. д.4,Головинский,Москва,Москва,55.845096,37.52529
2-й Лихачёвский пер. д.7,Головинский,Москва,Москва,55.845284,37.53295
2-й Новоподмосковный пер.,Войковский,Москва,Москва,55.815539,37.510986
2-й Пехотный пер.,Щукино,Москва,Москва,55.804454,37.488756
2-й Силикатный проезд,Хорошёво-Мнёвники,Москва,Москва,55.768408,37.510878
2-я Бебеля,Савёловский,Москва,Москва,55.79751,37.571637
2-я Песчаная,Сокол,Москва,Москва,55.796194,37.512827
2-я Подрезковская,Молжаниновский,Москва,Москва,55.940148,37.357887
2-я Хуторская,Савёловский,Москва,Москва,55.805354,37.573064
2-я Хуторская,Савёловский,Москва,Москва,55.802502,37.563784
26-й км,Молжаниновский,Москва,Москва,55.935871,37.403364
3-й Волоколамский проезд,Щукино,Москва,Москва,55.80327,37.488672
3-й Лихачёвский пер.,Головинский,Москва,Москва,55.848892,37.521268
3-й Нижнелихоборский проезд,Тимирязевский,Москва,Москва,55.846275,37.569446
3-й Нижнелихоборский проезд,Тимирязевский,Москва,Москва,55.845132,37.568313
3-й Нижнелихоборский проезд,Тимирязевский,Москва,Москва,55.845646,37.564544
3-й Новоподмосковный пер.,Войковский,Москва,Москва,55.821067,37.511408
3-я Песчаная,Хорошёвский,Москва,Москва,55.793414,37.518182
3-я Хорошёвская,Хорошёво-Мнёвники,Москва,Москва,55.777306,37.502741
4-й Вятский пер.,Савёловский,Москва,Москва,55.800774,37.575363
4-й Новомихалковский проезд,Коптево,Москва,Москва,55.840576,37.545092
4-я улица 8 Марта,Аэропорт,Москва,Москва,55.802652,37.545837
5-й Войковский проезд,Войковский,Москва,Москва,55.81768,37.48755
5-я Магистральная,Хорошёвский,Москва,Москва,55.773608,37.527554
5-я Ямского Поля,Беговой,Москва,Москва,55.789199,37.575538
75-й км МКАД,Левобережный,Москва,Москва,55.877638,37.443822
800-летия Москвы · 4B,Бескудниковский,Москва,Москва,55.877649,37.546102
800-летия Москвы д.18,Восточное Дегунино,Москва,Москва,55.879423,37.552686
800-летия Москвы д.5,Восточное Дегунино,Москва,Москва,55.879988,37.555432
800-летия Москвы д.8,Бескудниковский,Москва,Москва,55.87717,37.539766
Абрамцевская д.1,Лианозово,Москва,Москва,55.891578,37.573738
Авангардная д.15,Головинский,Москва,Москва,55.848337,37.489024
Авангардная д.3,Головинский,Москва,Москва,55.843025,37.491784
Авиаконструктора Микояна д.14,Хорошёвский,Москва,Москва,55.793144,37.52228
Авиаконструктора Сухого · 2A,Хорошёвский,Москва,Москва,55.784432,37.538175
Авиаконструктора Сухого · 2B,Хорошёвский,Москва,Москва,55.78399,37.537061
Авиационный институт,Сокол,Москва,Москва,55.808677,37.497817
Автомоторная,Головинский,Москва,Москва,55.849561,37.536331
Адмирала Макарова д.25,Войковский,Москва,Москва,55.833717,37.490695
Академика Ильюшина,Аэропорт,Москва,Москва,55.804714,37.54223
Академия,Хорошёвский,Москва,Москва,55.773307,37.522808
Академия,Хорошёвский,Москва,Москва,55.773112,37.523527
Академия внешней торговли,Ховрино,Москва,Москва,55.877852,37.468082
Алабяна,Сокол,Москва,Москва,55.80276,37.50807
Алёшкино,Северное Тушино,Москва,Москва,55.866614,37.442735
Алтуфьевское шоссе д.12,Отрадное,Москва,Москва,55.853926,37.584608
Алтуфьевское шоссе д.24,Отрадное,Москва,Москва,55.862262,37.584256
Алтуфьевское шоссе д.30,Отрадное,Москва,Москва,55.865779,37.584192
Ангарская,Дмитровский,Москва,Москва,55.878518,37.522698
Ангарская,Дмитровский,Москва,Москва,55.878273,37.522536
Ангарская д.6,Западное Дегунино,Москва,Москва,55.871874,37.51213
Аптека,,Химки,Московская область,55.896469,37.481149
Аптека,,Химки,Московская область,55.891069,37.446402
Аптека,Ховрино,Москва,Москва,55.865672,37.497274
Ашан,,Химки,Московская область,55.914227,37.394104
Аэропорт Шереметьево - Аэроэкспресс,,Химки,Московская область,55.96314,37.414741
База механизации,Головинский,Москва,Москва,55.851197,37.527176
Базовская,Западное Дегунино,Москва,Москва,55.882954,37.518142
Базовская д.17,Западное Дегунино,Москва,Москва,55.88001,37.511498
Базовская д.4,Западное Дегунино,Москва,Москва,55.874887,37.507392
Базовский парк,Западное Дегунино,Москва,Москва,55.875878,37.504721
