house_id,lat,lon,price_per_m2,building_type,object_type,levels,ads_count
611740.0,55.8438639,37.4365731,221244.44825363037,0,0,4,4
611800.0,55.644133,37.6085471,262702.2653721683,0,0,9,2
611875.0,55.892092,37.621902,229090.9647870341,0,0,9,30
611881.0,55.7610839,37.5881616,670704.3921731942,4,0,9,6
611942.0,55.6590988,37.5187639,297750.9473570051,0,0,9,25
612130.0,55.611577,37.588692,226211.03605996183,0,0,9,32
612130.0,55.6116438,37.5886787,238742.983159583,0,0,9,2
612235.0,55.701095,37.4940636,359999.0572595437,0,2,28,65
612235.0,55.701103,37.494026,360241.6463966087,0,2,28,57
612333.0,55.797129,37.392059,301723.69002156233,0,0,17,3
612391.0,55.814598,37.705158,263573.17124824744,4,0,23,18
612467.0,55.7050121,37.7635956,257149.21838028857,2,0,9,19
612553.0,55.7185851,37.8262699,221215.70752282895,2,0,9,11
612554.0,55.586381,37.6712588,195121.9512195122,5,0,12,1
612554.0,55.586456,37.671328,199330.72185468228,5,0,12,16
612731.0,55.6234241,37.6714266,238679.79970238096,5,0,9,5
612821.0,55.7510538,37.6803189,297060.43956043955,0,0,16,2
612951.0,55.764025,37.664743,429134.92440541607,0,0,8,6
612957.0,55.764465,37.572621,502092.8795174485,0,0,14,8
613038.0,55.7817306,37.5671397,345994.71140411147,0,0,5,10
613051.0,55.4935913,36.9181778,155555.55555555556,0,0,3,1
613099.0,55.657951,37.585089,254935.5635683761,5,0,12,6
613290.0,55.6851685,37.9272614,204545.45454545456,2,0,9,1
613290.0,55.685178,37.927311,200912.89060581627,0,0,9,17
613338.0,55.620373,37.59173,219017.5207850149,3,0,16,14
613489.0,55.5476971,37.3249544,160148.39361425312,0,0,3,4
613759.0,55.724124,37.825155,314285.71428571426,0,0,13,1
613828.0,55.8078743,37.6231755,321036.58922093676,3,2,35,7
614002.0,55.6142802,37.7133434,203125.0,2,0,12,1
614002.0,55.614312,37.713369,234771.39424775634,2,0,12,2
614029.0,55.8522335,37.3483821,237165.77540106955,0,0,17,2
614052.0,55.88924,37.591189,181827.70379795585,1,2,15,3
614112.0,55.80912,37.400387,258265.14576889927,0,0,9,8
614225.0,55.87319,37.66882,271176.29153347015,0,0,12,4
614344.0,55.875213,37.590686,208926.9475220877,3,0,22,15
614345.0,55.8330631,37.5015333,243937.89378937893,0,0,14,5
614537.0,55.67659,37.657333,236988.5982562039,4,0,8,3
614665.0,55.723744,37.464014,307131.1676139639,0,0,22,17
614665.0,55.7237716,37.4640559,303514.65314211283,2,0,22,3
614690.0,55.8731358,37.5089486,197701.14942528735,0,0,14,3
614690.0,55.8746973,37.5114746,186219.6952932501,0,0,14,9
614726.0,55.755712,37.8037923,233114.35149282077,0,0,5,5
614810.0,55.70636,37.477463,227498.9006708975,2,0,9,13
614935.0,55.807377,37.537254,296651.7857142857,0,0,5,2
614968.0,55.798145,37.69251,319452.16346689,4,0,9,5
614968.0,55.7981588,37.6924331,303225.8064516129,4,0,9,1
615133.0,55.8655203,37.4998204,228002.12652844234,3,0,9,6
615336.0,55.677124,37.658104,266714.0825035562,4,0,6,1
615545.0,55.735844,37.751675,204464.2857142857,0,0,7,2
615886.0,55.93189,37.54462,265155.9007534453,0,0,19,48
615894.0,55.6397806,37.6562953,228983.0385124875,0,0,22,5
615993.0,55.6811759,37.8522794,208394.20185566787,2,0,14,3
615998.0,55.7344443,37.5253381,650790.8983672268,0,2,32,154
616115.0,55.7600757,37.6512884,450716.8719461838,4,0,6,3
616163.0,55.7531095,37.8246127,193650.95698703435,0,0,5,2
616206.0,55.686222,37.680256,227906.97674418605,0,0,5,1
616207.0,55.615067,37.70533,221969.69696969696,2,0,16,2
616221.0,55.638592,37.521533,217942.28707169206,2,0,9,3
616271.0,55.876395,37.635835,261904.7619047619,4,0,5,1
616276.0,55.8197693,37.8708372,195975.68290882243,0,0,4,2
616376.0,55.8072435,37.7621809,236501.4752449493,0,0,5,7
616378.0,55.8837917,37.6076348,229065.92008144566,2,0,12,1
616378.0,55.883841,37.6075702,215901.58034874342,0,0,12,17
616454.0,55.860534,37.493677,257482.86367098248,0,0,22,2
616465.0,55.746513,37.512962,359550.5617977528,4,2,42,1
616471.0,55.8785859,37.6978932,199137.93103448275,0,0,9,1
616495.0,55.869561,37.681254,271428.5714285714,5,0,12,1
616536.0,55.7631827,37.5977863,681099.6153846154,0,0,6,3
616617.0,55.8719373,37.6158933,212643.28792216443,0,0,9,9
616792.0,55.6318258,37.6631775,251011.34479305195,4,0,15,3
616812.0,55.668544,37.758284,232078.90785522363,2,0,17,6
616884.0,55.8347116,37.5319413,225847.12687210608,0,0,5,12
616939.0,55.7433088,37.763495,279365.07936507935,0,0,5,1
616956.0,55.9223817,37.54995,178333.33333333334,0,0,3,1
617095.0,55.7916965,37.7838531,304969.3443443444,0,0,9,3
617095.0,55.791763,37.7838,281193.525965644,0,0,9,3
617358.0,55.689014,37.579834,349600.1221001221,0,0,12,3
617372.0,55.7383863,37.4064596,272419.8585924757,4,0,5,3
617523.0,55.5941527,37.2429169,269543.429372422,0,0,25,4
617602.0,55.8475264,37.4926072,142998.72122762149,5,0,12,2
617614.0,55.5142907,37.3680487,188731.7482585685,5,2,15,103
617648.0,55.856366,37.478208,281342.11064746266,5,0,24,4
617850.0,55.6759393,37.6841317,292348.5404713533,2,0,12,9
617889.0,55.625821,37.712596,213699.77933872762,2,0,22,6
